Date,Artist,Song,Week
1958-08-04,Ricky Nelson,Poor Little Fool,2
1958-08-05,Ricky Nelson,Poor Little Fool,2
1958-08-06,Ricky Nelson,Poor Little Fool,2
1958-08-07,Ricky Nelson,Poor Little Fool,2
1958-08-08,Ricky Nelson,Poor Little Fool,2
1958-08-09,Ricky Nelson,Poor Little Fool,2
1958-08-10,Ricky Nelson,Poor Little Fool,2
1958-08-11,Ricky Nelson,Poor Little Fool,2
1958-08-12,Ricky Nelson,Poor Little Fool,2
1958-08-13,Ricky Nelson,Poor Little Fool,2
1958-08-14,Ricky Nelson,Poor Little Fool,2
1958-08-15,Ricky Nelson,Poor Little Fool,2
1958-08-16,Ricky Nelson,Poor Little Fool,2
1958-08-17,Ricky Nelson,Poor Little Fool,2
1958-08-18,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-19,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-20,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-21,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-22,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-23,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-24,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-08-25,The Elegants,Little Star,1
1958-08-26,The Elegants,Little Star,1
1958-08-27,The Elegants,Little Star,1
1958-08-28,The Elegants,Little Star,1
1958-08-29,The Elegants,Little Star,1
1958-08-30,The Elegants,Little Star,1
1958-08-31,The Elegants,Little Star,1
1958-09-01,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-02,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-03,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-04,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-05,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-06,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-07,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-08,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-09,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-10,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-11,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-12,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-13,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-14,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-15,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-16,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-17,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-18,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-19,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-20,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-21,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-22,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-23,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-24,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-25,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-26,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-27,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-28,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),5
1958-09-29,Tommy Edwards,It's All In The Game,6
1958-09-30,Tommy Edwards,It's All In The Game,6
1958-10-01,Tommy Edwards,It's All In The Game,6
1958-10-02,Tommy Edwards,It's All In The Game,6
1958-10-03,Tommy Edwards,It's All In The Game,6
1958-10-04,Tommy Edwards,It's All In The Game,6
1958-10-05,Tommy Edwards,It's All In The Game,6
1958-10-06,Tommy Edwards,It's All In The Game,6
1958-10-07,Tommy Edwards,It's All In The Game,6
1958-10-08,Tommy Edwards,It's All In The Game,6
1958-10-09,Tommy Edwards,It's All In The Game,6
1958-10-10,Tommy Edwards,It's All In The Game,6
1958-10-11,Tommy Edwards,It's All In The Game,6
1958-10-12,Tommy Edwards,It's All In The Game,6
1958-10-13,Tommy Edwards,It's All In The Game,6
1958-10-14,Tommy Edwards,It's All In The Game,6
1958-10-15,Tommy Edwards,It's All In The Game,6
1958-10-16,Tommy Edwards,It's All In The Game,6
1958-10-17,Tommy Edwards,It's All In The Game,6
1958-10-18,Tommy Edwards,It's All In The Game,6
1958-10-19,Tommy Edwards,It's All In The Game,6
1958-10-20,Tommy Edwards,It's All In The Game,6
1958-10-21,Tommy Edwards,It's All In The Game,6
1958-10-22,Tommy Edwards,It's All In The Game,6
1958-10-23,Tommy Edwards,It's All In The Game,6
1958-10-24,Tommy Edwards,It's All In The Game,6
1958-10-25,Tommy Edwards,It's All In The Game,6
1958-10-26,Tommy Edwards,It's All In The Game,6
1958-10-27,Tommy Edwards,It's All In The Game,6
1958-10-28,Tommy Edwards,It's All In The Game,6
1958-10-29,Tommy Edwards,It's All In The Game,6
1958-10-30,Tommy Edwards,It's All In The Game,6
1958-10-31,Tommy Edwards,It's All In The Game,6
1958-11-01,Tommy Edwards,It's All In The Game,6
1958-11-02,Tommy Edwards,It's All In The Game,6
1958-11-03,Tommy Edwards,It's All In The Game,6
1958-11-04,Tommy Edwards,It's All In The Game,6
1958-11-05,Tommy Edwards,It's All In The Game,6
1958-11-06,Tommy Edwards,It's All In The Game,6
1958-11-07,Tommy Edwards,It's All In The Game,6
1958-11-08,Tommy Edwards,It's All In The Game,6
1958-11-09,Tommy Edwards,It's All In The Game,6
1958-11-10,Conway Twitty,It's Only Make Believe,2
1958-11-11,Conway Twitty,It's Only Make Believe,2
1958-11-12,Conway Twitty,It's Only Make Believe,2
1958-11-13,Conway Twitty,It's Only Make Believe,2
1958-11-14,Conway Twitty,It's Only Make Believe,2
1958-11-15,Conway Twitty,It's Only Make Believe,2
1958-11-16,Conway Twitty,It's Only Make Believe,2
1958-11-17,The Kingston Trio,Tom Dooley,1
1958-11-18,The Kingston Trio,Tom Dooley,1
1958-11-19,The Kingston Trio,Tom Dooley,1
1958-11-20,The Kingston Trio,Tom Dooley,1
1958-11-21,The Kingston Trio,Tom Dooley,1
1958-11-22,The Kingston Trio,Tom Dooley,1
1958-11-23,The Kingston Trio,Tom Dooley,1
1958-11-24,Conway Twitty,It's Only Make Believe,2
1958-11-25,Conway Twitty,It's Only Make Believe,2
1958-11-26,Conway Twitty,It's Only Make Believe,2
1958-11-27,Conway Twitty,It's Only Make Believe,2
1958-11-28,Conway Twitty,It's Only Make Believe,2
1958-11-29,Conway Twitty,It's Only Make Believe,2
1958-11-30,Conway Twitty,It's Only Make Believe,2
1958-12-01,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-02,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-03,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-04,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-05,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-06,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-07,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-08,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-09,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-10,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-11,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-12,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-13,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-14,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-15,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-16,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-17,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-18,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-19,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-20,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-21,The Teddy Bears,"To Know Him, Is To Love Him",3
1958-12-22,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-23,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-24,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-25,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-26,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-27,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-28,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-29,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-30,The Chipmunks With David Seville,The Chipmunk Song,4
1958-12-31,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-01,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-02,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-03,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-04,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-05,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-06,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-07,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-08,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-09,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-10,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-11,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-12,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-13,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-14,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-15,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-16,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-17,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-18,The Chipmunks With David Seville,The Chipmunk Song,4
1959-01-19,The Platters,Smoke Gets In Your Eyes,3
1959-01-20,The Platters,Smoke Gets In Your Eyes,3
1959-01-21,The Platters,Smoke Gets In Your Eyes,3
1959-01-22,The Platters,Smoke Gets In Your Eyes,3
1959-01-23,The Platters,Smoke Gets In Your Eyes,3
1959-01-24,The Platters,Smoke Gets In Your Eyes,3
1959-01-25,The Platters,Smoke Gets In Your Eyes,3
1959-01-26,The Platters,Smoke Gets In Your Eyes,3
1959-01-27,The Platters,Smoke Gets In Your Eyes,3
1959-01-28,The Platters,Smoke Gets In Your Eyes,3
1959-01-29,The Platters,Smoke Gets In Your Eyes,3
1959-01-30,The Platters,Smoke Gets In Your Eyes,3
1959-01-31,The Platters,Smoke Gets In Your Eyes,3
1959-02-01,The Platters,Smoke Gets In Your Eyes,3
1959-02-02,The Platters,Smoke Gets In Your Eyes,3
1959-02-03,The Platters,Smoke Gets In Your Eyes,3
1959-02-04,The Platters,Smoke Gets In Your Eyes,3
1959-02-05,The Platters,Smoke Gets In Your Eyes,3
1959-02-06,The Platters,Smoke Gets In Your Eyes,3
1959-02-07,The Platters,Smoke Gets In Your Eyes,3
1959-02-08,The Platters,Smoke Gets In Your Eyes,3
1959-02-09,Lloyd Price,Stagger Lee,4
1959-02-10,Lloyd Price,Stagger Lee,4
1959-02-11,Lloyd Price,Stagger Lee,4
1959-02-12,Lloyd Price,Stagger Lee,4
1959-02-13,Lloyd Price,Stagger Lee,4
1959-02-14,Lloyd Price,Stagger Lee,4
1959-02-15,Lloyd Price,Stagger Lee,4
1959-02-16,Lloyd Price,Stagger Lee,4
1959-02-17,Lloyd Price,Stagger Lee,4
1959-02-18,Lloyd Price,Stagger Lee,4
1959-02-19,Lloyd Price,Stagger Lee,4
1959-02-20,Lloyd Price,Stagger Lee,4
1959-02-21,Lloyd Price,Stagger Lee,4
1959-02-22,Lloyd Price,Stagger Lee,4
1959-02-23,Lloyd Price,Stagger Lee,4
1959-02-24,Lloyd Price,Stagger Lee,4
1959-02-25,Lloyd Price,Stagger Lee,4
1959-02-26,Lloyd Price,Stagger Lee,4
1959-02-27,Lloyd Price,Stagger Lee,4
1959-02-28,Lloyd Price,Stagger Lee,4
1959-03-01,Lloyd Price,Stagger Lee,4
1959-03-02,Lloyd Price,Stagger Lee,4
1959-03-03,Lloyd Price,Stagger Lee,4
1959-03-04,Lloyd Price,Stagger Lee,4
1959-03-05,Lloyd Price,Stagger Lee,4
1959-03-06,Lloyd Price,Stagger Lee,4
1959-03-07,Lloyd Price,Stagger Lee,4
1959-03-08,Lloyd Price,Stagger Lee,4
1959-03-09,Frankie Avalon,Venus,7
1959-03-10,Frankie Avalon,Venus,7
1959-03-11,Frankie Avalon,Venus,7
1959-03-12,Frankie Avalon,Venus,7
1959-03-13,Frankie Avalon,Venus,7
1959-03-14,Frankie Avalon,Venus,7
1959-03-15,Frankie Avalon,Venus,7
1959-03-16,Frankie Avalon,Venus,7
1959-03-17,Frankie Avalon,Venus,7
1959-03-18,Frankie Avalon,Venus,7
1959-03-19,Frankie Avalon,Venus,7
1959-03-20,Frankie Avalon,Venus,7
1959-03-21,Frankie Avalon,Venus,7
1959-03-22,Frankie Avalon,Venus,7
1959-03-23,Frankie Avalon,Venus,7
1959-03-24,Frankie Avalon,Venus,7
1959-03-25,Frankie Avalon,Venus,7
1959-03-26,Frankie Avalon,Venus,7
1959-03-27,Frankie Avalon,Venus,7
1959-03-28,Frankie Avalon,Venus,7
1959-03-29,Frankie Avalon,Venus,7
1959-03-30,Frankie Avalon,Venus,7
1959-03-31,Frankie Avalon,Venus,7
1959-04-01,Frankie Avalon,Venus,7
1959-04-02,Frankie Avalon,Venus,7
1959-04-03,Frankie Avalon,Venus,7
1959-04-04,Frankie Avalon,Venus,7
1959-04-05,Frankie Avalon,Venus,7
1959-04-06,Frankie Avalon,Venus,7
1959-04-07,Frankie Avalon,Venus,7
1959-04-08,Frankie Avalon,Venus,7
1959-04-09,Frankie Avalon,Venus,7
1959-04-10,Frankie Avalon,Venus,7
1959-04-11,Frankie Avalon,Venus,7
1959-04-12,Frankie Avalon,Venus,7
1959-04-13,The Fleetwoods,Come Softly To Me,4
1959-04-14,The Fleetwoods,Come Softly To Me,4
1959-04-15,The Fleetwoods,Come Softly To Me,4
1959-04-16,The Fleetwoods,Come Softly To Me,4
1959-04-17,The Fleetwoods,Come Softly To Me,4
1959-04-18,The Fleetwoods,Come Softly To Me,4
1959-04-19,The Fleetwoods,Come Softly To Me,4
1959-04-20,The Fleetwoods,Come Softly To Me,4
1959-04-21,The Fleetwoods,Come Softly To Me,4
1959-04-22,The Fleetwoods,Come Softly To Me,4
1959-04-23,The Fleetwoods,Come Softly To Me,4
1959-04-24,The Fleetwoods,Come Softly To Me,4
1959-04-25,The Fleetwoods,Come Softly To Me,4
1959-04-26,The Fleetwoods,Come Softly To Me,4
1959-04-27,The Fleetwoods,Come Softly To Me,4
1959-04-28,The Fleetwoods,Come Softly To Me,4
1959-04-29,The Fleetwoods,Come Softly To Me,4
1959-04-30,The Fleetwoods,Come Softly To Me,4
1959-05-01,The Fleetwoods,Come Softly To Me,4
1959-05-02,The Fleetwoods,Come Softly To Me,4
1959-05-03,The Fleetwoods,Come Softly To Me,4
1959-05-04,The Fleetwoods,Come Softly To Me,4
1959-05-05,The Fleetwoods,Come Softly To Me,4
1959-05-06,The Fleetwoods,Come Softly To Me,4
1959-05-07,The Fleetwoods,Come Softly To Me,4
1959-05-08,The Fleetwoods,Come Softly To Me,4
1959-05-09,The Fleetwoods,Come Softly To Me,4
1959-05-10,The Fleetwoods,Come Softly To Me,4
1959-05-11,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-12,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-13,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-14,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-15,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-16,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-17,"Dave ""Baby"" Cortez",The Happy Organ,1
1959-05-18,Wilbert Harrison,Kansas City,2
1959-05-19,Wilbert Harrison,Kansas City,2
1959-05-20,Wilbert Harrison,Kansas City,2
1959-05-21,Wilbert Harrison,Kansas City,2
1959-05-22,Wilbert Harrison,Kansas City,2
1959-05-23,Wilbert Harrison,Kansas City,2
1959-05-24,Wilbert Harrison,Kansas City,2
1959-05-25,Wilbert Harrison,Kansas City,2
1959-05-26,Wilbert Harrison,Kansas City,2
1959-05-27,Wilbert Harrison,Kansas City,2
1959-05-28,Wilbert Harrison,Kansas City,2
1959-05-29,Wilbert Harrison,Kansas City,2
1959-05-30,Wilbert Harrison,Kansas City,2
1959-05-31,Wilbert Harrison,Kansas City,2
1959-06-01,Johnny Horton,The Battle Of New Orleans,6
1959-06-02,Johnny Horton,The Battle Of New Orleans,6
1959-06-03,Johnny Horton,The Battle Of New Orleans,6
1959-06-04,Johnny Horton,The Battle Of New Orleans,6
1959-06-05,Johnny Horton,The Battle Of New Orleans,6
1959-06-06,Johnny Horton,The Battle Of New Orleans,6
1959-06-07,Johnny Horton,The Battle Of New Orleans,6
1959-06-08,Johnny Horton,The Battle Of New Orleans,6
1959-06-09,Johnny Horton,The Battle Of New Orleans,6
1959-06-10,Johnny Horton,The Battle Of New Orleans,6
1959-06-11,Johnny Horton,The Battle Of New Orleans,6
1959-06-12,Johnny Horton,The Battle Of New Orleans,6
1959-06-13,Johnny Horton,The Battle Of New Orleans,6
1959-06-14,Johnny Horton,The Battle Of New Orleans,6
1959-06-15,Johnny Horton,The Battle Of New Orleans,6
1959-06-16,Johnny Horton,The Battle Of New Orleans,6
1959-06-17,Johnny Horton,The Battle Of New Orleans,6
1959-06-18,Johnny Horton,The Battle Of New Orleans,6
1959-06-19,Johnny Horton,The Battle Of New Orleans,6
1959-06-20,Johnny Horton,The Battle Of New Orleans,6
1959-06-21,Johnny Horton,The Battle Of New Orleans,6
1959-06-22,Johnny Horton,The Battle Of New Orleans,6
1959-06-23,Johnny Horton,The Battle Of New Orleans,6
1959-06-24,Johnny Horton,The Battle Of New Orleans,6
1959-06-25,Johnny Horton,The Battle Of New Orleans,6
1959-06-26,Johnny Horton,The Battle Of New Orleans,6
1959-06-27,Johnny Horton,The Battle Of New Orleans,6
1959-06-28,Johnny Horton,The Battle Of New Orleans,6
1959-06-29,Johnny Horton,The Battle Of New Orleans,6
1959-06-30,Johnny Horton,The Battle Of New Orleans,6
1959-07-01,Johnny Horton,The Battle Of New Orleans,6
1959-07-02,Johnny Horton,The Battle Of New Orleans,6
1959-07-03,Johnny Horton,The Battle Of New Orleans,6
1959-07-04,Johnny Horton,The Battle Of New Orleans,6
1959-07-05,Johnny Horton,The Battle Of New Orleans,6
1959-07-06,Johnny Horton,The Battle Of New Orleans,6
1959-07-07,Johnny Horton,The Battle Of New Orleans,6
1959-07-08,Johnny Horton,The Battle Of New Orleans,6
1959-07-09,Johnny Horton,The Battle Of New Orleans,6
1959-07-10,Johnny Horton,The Battle Of New Orleans,6
1959-07-11,Johnny Horton,The Battle Of New Orleans,6
1959-07-12,Johnny Horton,The Battle Of New Orleans,6
1959-07-13,Paul Anka,Lonely Boy,4
1959-07-14,Paul Anka,Lonely Boy,4
1959-07-15,Paul Anka,Lonely Boy,4
1959-07-16,Paul Anka,Lonely Boy,4
1959-07-17,Paul Anka,Lonely Boy,4
1959-07-18,Paul Anka,Lonely Boy,4
1959-07-19,Paul Anka,Lonely Boy,4
1959-07-20,Paul Anka,Lonely Boy,4
1959-07-21,Paul Anka,Lonely Boy,4
1959-07-22,Paul Anka,Lonely Boy,4
1959-07-23,Paul Anka,Lonely Boy,4
1959-07-24,Paul Anka,Lonely Boy,4
1959-07-25,Paul Anka,Lonely Boy,4
1959-07-26,Paul Anka,Lonely Boy,4
1959-07-27,Paul Anka,Lonely Boy,4
1959-07-28,Paul Anka,Lonely Boy,4
1959-07-29,Paul Anka,Lonely Boy,4
1959-07-30,Paul Anka,Lonely Boy,4
1959-07-31,Paul Anka,Lonely Boy,4
1959-08-01,Paul Anka,Lonely Boy,4
1959-08-02,Paul Anka,Lonely Boy,4
1959-08-03,Paul Anka,Lonely Boy,4
1959-08-04,Paul Anka,Lonely Boy,4
1959-08-05,Paul Anka,Lonely Boy,4
1959-08-06,Paul Anka,Lonely Boy,4
1959-08-07,Paul Anka,Lonely Boy,4
1959-08-08,Paul Anka,Lonely Boy,4
1959-08-09,Paul Anka,Lonely Boy,4
1959-08-10,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-11,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-12,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-13,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-14,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-15,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-16,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-17,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-18,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-19,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-20,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-21,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-22,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-23,Elvis Presley With The Jordanaires,A Big Hunk O' Love,2
1959-08-24,The Browns,The Three Bells,4
1959-08-25,The Browns,The Three Bells,4
1959-08-26,The Browns,The Three Bells,4
1959-08-27,The Browns,The Three Bells,4
1959-08-28,The Browns,The Three Bells,4
1959-08-29,The Browns,The Three Bells,4
1959-08-30,The Browns,The Three Bells,4
1959-08-31,The Browns,The Three Bells,4
1959-09-01,The Browns,The Three Bells,4
1959-09-02,The Browns,The Three Bells,4
1959-09-03,The Browns,The Three Bells,4
1959-09-04,The Browns,The Three Bells,4
1959-09-05,The Browns,The Three Bells,4
1959-09-06,The Browns,The Three Bells,4
1959-09-07,The Browns,The Three Bells,4
1959-09-08,The Browns,The Three Bells,4
1959-09-09,The Browns,The Three Bells,4
1959-09-10,The Browns,The Three Bells,4
1959-09-11,The Browns,The Three Bells,4
1959-09-12,The Browns,The Three Bells,4
1959-09-13,The Browns,The Three Bells,4
1959-09-14,The Browns,The Three Bells,4
1959-09-15,The Browns,The Three Bells,4
1959-09-16,The Browns,The Three Bells,4
1959-09-17,The Browns,The Three Bells,4
1959-09-18,The Browns,The Three Bells,4
1959-09-19,The Browns,The Three Bells,4
1959-09-20,The Browns,The Three Bells,4
1959-09-21,Santo & Johnny,Sleep Walk,2
1959-09-22,Santo & Johnny,Sleep Walk,2
1959-09-23,Santo & Johnny,Sleep Walk,2
1959-09-24,Santo & Johnny,Sleep Walk,2
1959-09-25,Santo & Johnny,Sleep Walk,2
1959-09-26,Santo & Johnny,Sleep Walk,2
1959-09-27,Santo & Johnny,Sleep Walk,2
1959-09-28,Santo & Johnny,Sleep Walk,2
1959-09-29,Santo & Johnny,Sleep Walk,2
1959-09-30,Santo & Johnny,Sleep Walk,2
1959-10-01,Santo & Johnny,Sleep Walk,2
1959-10-02,Santo & Johnny,Sleep Walk,2
1959-10-03,Santo & Johnny,Sleep Walk,2
1959-10-04,Santo & Johnny,Sleep Walk,2
1959-10-05,Bobby Darin,Mack The Knife,9
1959-10-06,Bobby Darin,Mack The Knife,9
1959-10-07,Bobby Darin,Mack The Knife,9
1959-10-08,Bobby Darin,Mack The Knife,9
1959-10-09,Bobby Darin,Mack The Knife,9
1959-10-10,Bobby Darin,Mack The Knife,9
1959-10-11,Bobby Darin,Mack The Knife,9
1959-10-12,Bobby Darin,Mack The Knife,9
1959-10-13,Bobby Darin,Mack The Knife,9
1959-10-14,Bobby Darin,Mack The Knife,9
1959-10-15,Bobby Darin,Mack The Knife,9
1959-10-16,Bobby Darin,Mack The Knife,9
1959-10-17,Bobby Darin,Mack The Knife,9
1959-10-18,Bobby Darin,Mack The Knife,9
1959-10-19,Bobby Darin,Mack The Knife,9
1959-10-20,Bobby Darin,Mack The Knife,9
1959-10-21,Bobby Darin,Mack The Knife,9
1959-10-22,Bobby Darin,Mack The Knife,9
1959-10-23,Bobby Darin,Mack The Knife,9
1959-10-24,Bobby Darin,Mack The Knife,9
1959-10-25,Bobby Darin,Mack The Knife,9
1959-10-26,Bobby Darin,Mack The Knife,9
1959-10-27,Bobby Darin,Mack The Knife,9
1959-10-28,Bobby Darin,Mack The Knife,9
1959-10-29,Bobby Darin,Mack The Knife,9
1959-10-30,Bobby Darin,Mack The Knife,9
1959-10-31,Bobby Darin,Mack The Knife,9
1959-11-01,Bobby Darin,Mack The Knife,9
1959-11-02,Bobby Darin,Mack The Knife,9
1959-11-03,Bobby Darin,Mack The Knife,9
1959-11-04,Bobby Darin,Mack The Knife,9
1959-11-05,Bobby Darin,Mack The Knife,9
1959-11-06,Bobby Darin,Mack The Knife,9
1959-11-07,Bobby Darin,Mack The Knife,9
1959-11-08,Bobby Darin,Mack The Knife,9
1959-11-09,Bobby Darin,Mack The Knife,9
1959-11-10,Bobby Darin,Mack The Knife,9
1959-11-11,Bobby Darin,Mack The Knife,9
1959-11-12,Bobby Darin,Mack The Knife,9
1959-11-13,Bobby Darin,Mack The Knife,9
1959-11-14,Bobby Darin,Mack The Knife,9
1959-11-15,Bobby Darin,Mack The Knife,9
1959-11-16,The Fleetwoods,Mr. Blue,1
1959-11-17,The Fleetwoods,Mr. Blue,1
1959-11-18,The Fleetwoods,Mr. Blue,1
1959-11-19,The Fleetwoods,Mr. Blue,1
1959-11-20,The Fleetwoods,Mr. Blue,1
1959-11-21,The Fleetwoods,Mr. Blue,1
1959-11-22,The Fleetwoods,Mr. Blue,1
1959-11-23,Bobby Darin,Mack The Knife,9
1959-11-24,Bobby Darin,Mack The Knife,9
1959-11-25,Bobby Darin,Mack The Knife,9
1959-11-26,Bobby Darin,Mack The Knife,9
1959-11-27,Bobby Darin,Mack The Knife,9
1959-11-28,Bobby Darin,Mack The Knife,9
1959-11-29,Bobby Darin,Mack The Knife,9
1959-11-30,Bobby Darin,Mack The Knife,9
1959-12-01,Bobby Darin,Mack The Knife,9
1959-12-02,Bobby Darin,Mack The Knife,9
1959-12-03,Bobby Darin,Mack The Knife,9
1959-12-04,Bobby Darin,Mack The Knife,9
1959-12-05,Bobby Darin,Mack The Knife,9
1959-12-06,Bobby Darin,Mack The Knife,9
1959-12-07,Bobby Darin,Mack The Knife,9
1959-12-08,Bobby Darin,Mack The Knife,9
1959-12-09,Bobby Darin,Mack The Knife,9
1959-12-10,Bobby Darin,Mack The Knife,9
1959-12-11,Bobby Darin,Mack The Knife,9
1959-12-12,Bobby Darin,Mack The Knife,9
1959-12-13,Bobby Darin,Mack The Knife,9
1959-12-14,Guy Mitchell,Heartaches By The Number,2
1959-12-15,Guy Mitchell,Heartaches By The Number,2
1959-12-16,Guy Mitchell,Heartaches By The Number,2
1959-12-17,Guy Mitchell,Heartaches By The Number,2
1959-12-18,Guy Mitchell,Heartaches By The Number,2
1959-12-19,Guy Mitchell,Heartaches By The Number,2
1959-12-20,Guy Mitchell,Heartaches By The Number,2
1959-12-21,Guy Mitchell,Heartaches By The Number,2
1959-12-22,Guy Mitchell,Heartaches By The Number,2
1959-12-23,Guy Mitchell,Heartaches By The Number,2
